id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	commande	Notes	B_type	CO_NCO
118	TZ1	1500	TZ	1	14	145227	145293	148331	148607	145260	148469	(6:2)_(4:4aCO)_(6:2)_(4:4a)	2_nonsis	3039	3209	3379	4	2984_85_140	                      2868_0_0	3100_170_280	145227_148161_148327_148331	145293_148327_148331_148607	148161_148327_148331_207129	148327_148331_148607_207358	673.68	281	2.39	26	24_1_1	78_56_56	1	12	1	1	0	1	1	0	0	145227	                      graph_bin_annot3(14,144000,149000,c(5,6,7,8))		One-Sided Unidirectional	CO
119	TZ1	1500	TZ	1	14	207129	207358	207879	207991	207243.25	207935.25	(4:4aCO)_(2:6)_(4:4a)	2_nonsis	522	692	861	3	375_316	                      0_0	750_633	207129_207358_207879	207358_207879_207991	207358_207879_209155	207879_207991_210033	2.96	72	0.04	2	1_1	1234_34	1	12	1	1	0	1	1	0	0	207129	                      graph_bin_annot3(14,206000,208000,c(1,2,3,4))		One-Sided Unidirectional	CO
120	TZ1	1500	TZ	1	14	209155	210033	215166	215285	209593.75	215225.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)_(2:6)_(4:4a)_(2:6)_(4:4a)_(2:6)_(4:4a)_(2:6)_(4:4a)_(2:6)_(4:4a)_(2:6)_(4:4a)	2_nonsis	5134	5632	6129	16	1127_657_615_103_244_126_916_143_416_114_696_111_158_124_82	                      646_240_181_0_186_96_788_0_305_18_625_0_0_0_0	1608_1074_1049_206_301_156_1044_286_526_210_766_222_317_248_165	209155_210679_211003_211934_212052_212326_212449_213270_213493_213861_214037_214696_214803_214918_215120_215166	210033_210763_211753_212052_212140_212353_212482_213493_213556_214019_214071_214803_214918_215120_215166_215285	210679_211003_211934_212052_212326_212449_213270_213493_213861_214037_214696_214803_214918_215120_215166_341764	210763_211753_212052_212140_212353_212482_213493_213556_214019_214071_214803_214918_215120_215166_215285_342273	503.41	510	0.99	53	7_2_6_1_2_3_9_1_9_4_5_1_1_1_1	34_12_12_12_12_12_12_12_12_12_12_12_12_12_12	1	12	1	1	0	1	1	0	0	209155	                      graph_bin_annot3(14,208000,216000,c(1,2,3,4))		One-Sided Unidirectional	CO
121	TZ1	1500	TZ	1	14	341764	342273	342917	343922	342018.5	343419.5	06:02	1	645	1401	2157	1	1401	644	2158	341764_342917	342273_343922	342917_460625	343922_462377	153.49	180	0.85	10	10	34	1	10	1	0	1	1	1	1	1	341764	                      graph_bin_annot3(14,340000,344000,c(3,4))		Full Conversion	NCO
122	TZ1	1500	TZ	1	14	460625	462377	462772	463310	461501	463041	02:06	1	396	1540	2684	1	1540	395	2685	460625_462772	462377_463310	462772_659022	463310_661270	200.38	223	0.9	6	6	12	1	10.1	1	0	1	1	1	1	1	460625	                      graph_bin_annot3(14,459000,464000,c(1,2))		Full Conversion	NCO
123	TZ1	1500	TZ	1	14	659022	661270	662512	665017	660146.25	663764.25	06:02	1	1243	3618	5994	1	3618	1242	5995	659022_662512	661270_665017	662512_682206	665017_686654	1184	499	2.37	8	8	56	1	10	1	0	1	1	1	1	1	659022	                      graph_bin_annot3(14,658000,666000,c(5,6))		Full Conversion	NCO
124	TZ1	1500	TZ	1	14	682206	686654	688572	689029	684430.25	688800.25	(2:6)_(6:2)_(4:4aCO)	4	1919	4370	6822	0	3196_1174	                      27_0	6366_2348	682206_686681_688572	686654_688572_689029	686681_688572_744238	688572_689029_744341	938.22	568	1.65	3	2_1	125678_3478	0	2	2	1	1	2	3	2	1	682206	                      graph_bin_annot3(14,681000,690000)		>2 Chr CO	CO
125	TZ1	1500	TZ	1	14	744238	744341	750744	752316	744289.75	751529.75	06:02	1	6404	7240	8077	1	7240	6403	8078	744238_750744	744341_752316	750744_781298	752316_784333	143.62	673	0.21	101	101	12	1	10	1	0	1	1	1	1	1	744238	                      graph_bin_annot3(14,743000,753000,c(1,2))		Full Conversion	NCO
126	TZ1	1500	TZ	1	15	184609	185107	187423	187590	184858.25	187506.25	(2:6)_(4:4aCO)	2_nonsis	2317	2648	2980	2	2648	2316	2981	184609_187423	185107_187590	187423_193685	187590_193743	376.08	248	1.52	18	18	56	1	16	1	1	0	1	2	1	0	184609	                      graph_bin_annot3(15,183000,188000,c(5,6,7,8))		Full Conversion	CO
127	TZ1	1500	TZ	1	15	193685	193743	193911	194961	193714	194436	06:02	1	169	722	1275	1	722	168	1276	193685_193911	193743_194961	193911_216270	194961_216376	961.42	106	9.06	3	3	56	1	10	1	0	1	1	1	1	1	193685	                      graph_bin_annot3(15,192000,195000,c(5,6))		Full Conversion	NCO
128	TZ1	1500	TZ	1	15	216270	216376	223454	223663	216322.75	223558.75	(2:6)_(4:4aCO)	2_nonsis	7079	7236	7392	2	7236	7078	7393	216270_223454	216376_223663	223454_263881	223663_264294	3348.18	615	5.44	39	39	78	1	16	1	1	0	1	2	1	0	216270	                      graph_bin_annot3(15,215000,224000,c(3,4,7,8))		Full Conversion	CO
129	TZ1	1500	TZ	1	15	263881	264294	265232	265983	264087.5	265607.5	(4:4aCO)_(6:2)_(4:4a)_(4:4CO)_(6:2)_(4:4)	2_nonsis	939	1520	2101	0	318_178_98_140_788	                      0_41_0_0_344	635_315_195_279_1231	263881_264294_264557_264609_264752_265232	264294_264516_264609_264752_264888_265983	264294_264557_264609_264752_265232_284521	264516_264609_264752_264888_265983_284983	49.35	175	0.28	10	1_3_1_1_4	1278_12_12_1278_78	0	3	2	0	2	2	2	2	2	263881	                      graph_bin_annot3(15,262000,266000,c(1,2,7,8))	Not dCO, 2 NCOs	2-sis NCO	NCO
130	TZ1	1500	TZ	1	15	284521	284983	288164	288282	284752	288223	(6:2)_(4:4aCO)	2_nonsis	3182	3471	3760	2	3471	3181	3761	284521_288164	284983_288282	288164_314514	288282_315748	788.68	313	2.52	18	18	78	1	15	1	1	0	1	2	1	0	284521	                      graph_bin_annot3(15,283000,289000,c(3,4,7,8))		Full Conversion	CO
131	TZ1	1500	TZ	1	15	314514	315748	315837	316312	315130.75	316074.75	06:02	1	90	944	1797	1	944	89	1798	314514_315837	315748_316312	315837_372828	316312_373468	568.07	150	3.8	2	2	34	1	10	1	0	1	1	1	1	1	314514	                      graph_bin_annot3(15,313000,317000,c(3,4))		Full Conversion	NCO
132	TZ1	1500	TZ	1	15	372828	373468	375315	375648	373147.75	375481.75	(2:6)_(4:4)_(2:6a)_(4:4)	2_sis	1848	2334	2819	0	889_982_463	                      233_506_157	1545_1457_769	372828_373701_374879_375315	373468_374373_375158_375648	373701_374879_375315_405535	374373_375158_375648_406046	19.74	235	0.08	17	6_9_2	12_12_78	0	1	2	0	2	2	2	2	2	372828	                      graph_bin_annot3(15,371000,376000,c(1,2,7,8))		2-sis NCO	NCO
133	TZ1	1500	TZ	1	15	405535	406046	407061	407104	405790.5	407082.5	02:06	1	1016	1292	1568	1	1292	1015	1569	405535_407061	406046_407104	407061_481860	407104_482126	51.33	131	0.39	13	13	12	1	10.1	1	0	1	1	1	1	1	405535	                      graph_bin_annot3(15,404000,408000,c(1,2))		Full Conversion	NCO
134	TZ1	1500	TZ	1	15	481860	482126	482383	482608	481993.25	482495.25	02:06	1	258	502	747	1	502	257	748	481860_482383	482126_482608	482383_546165	482608_546393	58.24	62	0.94	2	2	78	1	10.1	1	0	1	1	1	1	1	481860	                      graph_bin_annot3(15,480000,483000,c(7,8))		Full Conversion	NCO
135	TZ1	1500	TZ	1	15	546165	546393	546393	546837	546279	546615	02:06	1	1	336	671	1	336	0	672	546165_546393	546393_546837	546393_700968	546837_701028	134.24	56	2.4	1	1	78	1	10.1	1	0	1	1	1	1	1	546165	                      graph_bin_annot3(15,545000,547000,c(7,8))		Full Conversion	NCO
136	TZ1	1500	TZ	1	15	700968	701028	702338	702475	700998.25	702406.25	02:06	1	1311	1408	1506	1	1408	1310	1507	700968_702338	701028_702475	702338_791058	702475_791498	789.66	125	6.3	18	18	12	1	10.1	1	0	1	1	1	1	1	700968	                      graph_bin_annot3(15,699000,703000,c(1,2))		Full Conversion	NCO
137	TZ1	1500	TZ	1	15	791058	791498	792544	794018	791278	793281	06:02	1	1047	2003	2959	1	2003	1046	2960	791058_792544	791498_794018	792544_805899	794018_807123	43.43	246	0.18	6	6	34	1	10	1	0	1	1	1	1	1	791058	                      graph_bin_annot3(15,790000,795000,c(3,4))		Full Conversion	NCO
138	TZ1	1500	TZ	1	15	805899	807123	807468	807631	806511.25	807549.25	02:06	1	346	1038	1731	1	1038	345	1732	805899_807468	807123_807631	807468_1071499	807631_1091291	191.49	144	1.33	5	5	12	1	10.1	1	0	1	1	1	1	1	805899	                      graph_bin_annot3(15,804000,808000,c(1,2))		Full Conversion	NCO
139	TZ1	1500	TZ	1	16	40527	40950	44377	44495	40738.25	44436.25	(6:2)_(4:4aCO)_(6:2)_(4:4a)	2_nonsis	3428	3698	3967	4	1840_253_1604	                      1427_0_1494	2254_506_1714	40527_42377_42781_44377	40950_42781_42883_44495	42377_42781_44377_82074	42781_42883_44495_82186	244.3	330	0.74	29	14_1_14	12_56_56	1	12	1	1	0	1	1	0	0	40527	                      graph_bin_annot3(16,39000,45000,c(1,2,5,6))		One-Sided Unidirectional	CO
140	TZ1	1500	TZ	1	16	82074	82186	87058	87430	82130	87244	(2:6)_(4:4aCO)	2_nonsis	4873	5114	5355	2	5114	4872	5356	82074_87058	82186_87430	87058_119242	87430_119500	868.14	446	1.95	28	28	34	1	16	1	1	0	1	2	1	0	82074	                      graph_bin_annot3(16,81000,88000,c(3,4,5,6))		Full Conversion	CO
141	TZ1	1500	TZ	1	16	119242	119500	121979	122624	119371.25	122301.25	(6:2)_(4:4aCO)	2_nonsis	2480	2930	3381	2	2930	2479	3382	119242_121979	119500_122624	121979_147934	122624_149427	169.28	282	0.6	7	7	34	1	15	1	1	0	1	2	1	0	119242	                      graph_bin_annot3(16,118000,123000,c(1,2,3,4))		Full Conversion	CO
142	TZ1	1500	TZ	1	16	147934	149427	154334	154721	148680.5	154527.5	02:06	1	4908	5847	6786	1	5847	4907	6787	147934_154334	149427_154721	154334_212526	154721_212736	524.63	565	0.93	26	26	34	1	10.1	1	0	1	1	1	1	1	147934	                      graph_bin_annot3(16,146000,155000,c(3,4))		Full Conversion	NCO
143	TZ1	1500	TZ	1	16	212526	212736	220163	220701	212631	220432	(2:6)_(4:4aCO)	2_nonsis	7428	7801	8174	2	7801	7427	8175	212526_220163	212736_220701	220163_224848	220701_225172	1884.34	681	2.77	52	52	56	1	16	1	1	0	1	2	1	0	212526	                      graph_bin_annot3(16,211000,221000,c(1,2,5,6))		Full Conversion	CO
144	TZ1	1500	TZ	1	16	224848	225172	228815	229246	225010.25	229030.25	(6:2)_(8:0)_(6:2a)_(4:4)	2_sis	3644	4020	4397	0	2424_1100_496	                      1867_425_0	2980_1776_993	224848_227039_228253_228815	225172_227828_228815_229246	227039_228253_228815_361856	227828_228815_229246_362022	1863.12	366	5.09	28	22_5_1	78_56_78	0	1	2	0	2	2	2	2	2	224848	                      graph_bin_annot3(16,223000,230000,c(5,6,7,8))		2-sis NCO	NCO
145	TZ1	1500	TZ	1	16	361856	362022	369001	369476	361938.75	369238.75	(6:2)_(4:4aCO)_(6:2)_(4:4CO)_(6:2)_(4:4)	2_nonsis	6980	7300	7619	0	426_431_5586_385_472	                      247_84_5088_0_96	606_778_6083_770_847	361856_362269_362546_368135_368629_369001	362022_362462_363047_368629_368905_369476	362269_362546_368135_368629_369001_461367	362462_363047_368629_368905_369476_462319	156.95	634	0.25	43	3_2_35_1_2	78_34_34_78_78	0	3	2	0	2	2	2	2	2	361856	                      graph_bin_annot3(16,360000,370000,c(3,4,7,8))	Not dCO, 2 NCOs	2-sis NCO	NCO
146	TZ1	1500	TZ	1	16	461367	462319	464709	466824	461842.75	465766.75	06:02	1	2391	3924	5456	1	3924	2390	5457	461367_464709	462319_466824	464709_514583	466824_514728	1375	454	3.03	17	17	56	1	10	1	0	1	1	1	1	1	461367	                      graph_bin_annot3(16,460000,467000,c(5,6))		Full Conversion	NCO
147	TZ1	1500	TZ	1	16	514583	514728	517454	517746	514655.75	517599.75	(6:2)_(4:4aCO)	2_nonsis	2727	2944	3162	2	2944	2726	3163	514583_517454	514728_517746	517454_643795	517746_644568	760.55	263	2.89	14	14	78	1	15	1	1	0	1	2	1	0	514583	                      graph_bin_annot3(16,513000,518000,c(3,4,7,8))		Full Conversion	CO
148	TZ1	1500	TZ	1	16	643795	644568	644963	645571	644181.25	645267.25	06:02	1	396	1086	1775	1	1086	395	1776	643795_644963	644568_645571	644963_706053	645571_706407	337.58	148	2.28	3	3	34	1	10	1	0	1	1	1	1	1	643795	                      graph_bin_annot3(16,642000,646000,c(3,4))		Full Conversion	NCO
149	TZ1	1500	TZ	1	16	706053	706407	707796	708162	706230	707979	06:02	1	1390	1749	2108	1	1749	1389	2109	706053_707796	706407_708162	707796_770864	708162_771861	61.2	176	0.35	12	12	34	1	10	1	0	1	1	1	1	1	706053	                      graph_bin_annot3(16,705000,709000,c(3,4))		Full Conversion	NCO
150	TZ1	1500	TZ	1	16	770864	771861	771861	772366	771362.5	772113.5	(2:6)_(4:4aCO)	2_nonsis	1	751	1501	2	751	0	1502	770864_771861	771861_772366	771861_916830	772366_916877	392.86	125	3.14	1	1	12	1	16	1	1	0	1	2	1	0	770864	                      graph_bin_annot3(16,769000,773000,c(1,2,5,6))		Full Conversion	CO
151	TZ1	1500	TZ	1	16	916830	916877	917515	918199	916853.25	917857.25	06:02	1	639	1004	1368	1	1004	638	1369	916830_917515	916877_918199	917515_925093	918199_948066	4.44	114	0.04	6	6	12	1	10	1	0	1	1	1	1	1	916830	                      graph_bin_annot3(16,915000,919000,c(1,2))		Full Conversion	NCO
1	TZ2	1500	TZ	2	1	39162	39907	48591	48751	39534.75	48670.75	02:06	1	8685	9136	9588	1	9136	8684	9589	39162_48591	39907_48751	48591_59349	48751_59659	693.92	798	0.87	59	59	12	1	10.1	1	0	1	1	1	1	1	39162	                      graph_bin_annot3(1,38000,49000,c(1,2))		Full Conversion	NCO
2	TZ2	1500	TZ	2	1	59349	59659	59659	60198	59504.25	59928.25	06:02	1	1	424	848	1	424	0	849	59349_59659	59659_60198	59659_121235	60198_128637	27.14	71	0.38	1	1	78	1	10	1	0	1	1	1	1	1	59349	                      graph_bin_annot3(1,58000,61000,c(7,8))		Full Conversion	NCO
3	TZ2	1500	TZ	2	1	121235	128637	132066	135319	124936.25	133692.25	2:6_6:2	2_nonsis	3430	8756	14083	2	4950_3807	                      880_1812	9019_5802	121235_129517_132066	128637_130254_135319	129517_132066_139404	130254_135319_141984	3833.33	1173	3.27	13	6_7	12_1278	3	30	1	0	1	1	2	2	1	121235	                      graph_bin_annot3(1,120000,136000,c(1,2,7,8))		Two Chr	NCO
4	TZ2	1500	TZ	2	1	139404	141984	141984	142779	140693.75	142381.75	(6:2)_(4:4aCO)	2_nonsis	1	1688	3374	2	1688	0	3375	139404_141984	141984_142779	141984_187427	142779_189821	831.12	281	2.96	1	1	56	1	15	1	1	0	1	2	1	0	139404	                      graph_bin_annot3(1,138000,143000,c(3,4,5,6))		Full Conversion	CO
5	TZ2	1500	TZ	2	1	187427	189821	190031	190402	188624.25	190216.25	06:02	1	211	1592	2974	1	1592	210	2975	187427_190031	189821_190402	190031_203038	190402_230218	952.04	248	3.84	5	5	34	1	10	1	0	1	1	1	1	1	187427	                      graph_bin_annot3(1,186000,191000,c(3,4))		Full Conversion	NCO
6	TZ2	1500	TZ	2	2	192576	193122	193715	194226	192848.75	193970.75	06:02	1	594	1122	1649	1	1122	593	1650	192576_193715	193122_194226	193715_201456	194226_201611	1336.51	137	9.73	3	3	12	1	10	1	0	1	1	1	1	1	192576	                      graph_bin_annot3(2,191000,195000,c(1,2))		Full Conversion	NCO
7	TZ2	1500	TZ	2	2	201456	201611	201611	201831	201533.25	201721.25	02:06	1	1	188	374	1	188	0	375	201456_201611	201611_201831	201611_282657	201831_283092	4.44	31	0.14	1	1	34	1	10.1	1	0	1	1	1	1	1	201456	                      graph_bin_annot3(2,200000,202000,c(3,4))		Full Conversion	NCO
8	TZ2	1500	TZ	2	2	282657	283092	284437	284893	282874.75	284664.75	02:06	1	1346	1790	2235	1	1790	1345	2236	282657_284437	283092_284893	284437_290619	284893_291653	18.26	186	0.1	11	11	34	1	10.1	1	0	1	1	1	1	1	282657	                      graph_bin_annot3(2,281000,285000,c(3,4))		Full Conversion	NCO
9	TZ2	1500	TZ	2	2	290619	291653	294230	295028	291136	294629	06:02	1	2578	3493	4408	1	3493	2577	4409	290619_294230	291653_295028	294230_394726	295028_395349	431.35	367	1.18	38	38	56	1	10	1	0	1	1	1	1	1	290619	                      graph_bin_annot3(2,289000,296000,c(5,6))		Full Conversion	NCO
10	TZ2	1500	TZ	2	2	394726	395349	402177	404155	395037.75	403165.75	6:2_4:4_2:6	2_nonsis	6829	8128	9428	3	321_953_6854	                      0_288_5210	642_1618_8499	394726_395349_395656_402177	395349_395368_396967_404155	395349_395656_402177_404173	395368_396967_404155_406111	100.19	785	0.13	20	1_3_16	12_12_78	3	30	1	0	1	1	2	2	1	394726	                      graph_bin_annot3(2,393000,405000,c(1,2,7,8))		Two Chr	NCO
11	TZ2	1500	TZ	2	2	404173	406111	408107	408483	405142	408295	06:02	1	1997	3153	4309	1	3153	1996	4310	404173_408107	406111_408483	408107_554757	408483_555319	306.98	359	0.86	11	11	56	1	10	1	0	1	1	1	1	1	404173	                      graph_bin_annot3(2,403000,409000,c(5,6))		Full Conversion	NCO
12	TZ2	1500	TZ	2	2	554757	555319	557104	557651	555037.75	557377.75	(2:6)_(4:4aCO)	2_nonsis	1786	2340	2893	2	2340	1785	2894	554757_557104	555319_557651	557104_566061	557651_566265	382	241	1.59	14	14	34	1	16	1	1	0	1	2	1	0	554757	                      graph_bin_annot3(2,553000,558000,c(1,2,3,4))		Full Conversion	CO
13	TZ2	1500	TZ	2	2	566061	566265	566265	566831	566163	566548	06:02	1	1	385	769	1	385	0	770	566061_566265	566265_566831	566265_657852	566831_658797	1.48	64	0.02	1	1	56	1	10	1	0	1	1	1	1	1	566061	                      graph_bin_annot3(2,565000,567000,c(5,6))		Full Conversion	NCO
14	TZ2	1500	TZ	2	2	657852	658797	658797	659928	658324.5	659362.5	02:06	1	1	1038	2075	1	1038	0	2076	657852_658797	658797_659928	658797_677644	659928_677719	13.82	173	0.08	1	1	12	1	10.1	1	0	1	1	1	1	1	657852	                      graph_bin_annot3(2,656000,660000,c(1,2))		Full Conversion	NCO
15	TZ2	1500	TZ	2	2	677644	677719	678781	678799	677681.75	678789.75	(2:6)_(2:6a)_(0:8)_(2:6a)_(4:4)_(2:6a)_(4:4)	2_sis	1063	1108	1154	0	192_193_224_379_66_54	                      0_0_0_173_0_0	384_386_447_585_133_109	677644_677719_678028_678105_678648_678690_678781	677719_678028_678105_678475_678690_678781_678799	677719_678028_678105_678648_678690_678781_781183	678028_678105_678475_678690_678781_678799_782144	3.45	96	0.04	7	1_1_1_2_1_1	12_1278_12_12_78_78	0	1	2	0	2	2	2	2	2	677644	                      graph_bin_annot3(2,676000,679000,c(1,2,7,8))		2-sis NCO	NCO
16	TZ2	1500	TZ	2	2	781183	782144	791380	791607	781663.5	791493.5	06:02	1	9237	9830	10423	1	9830	9236	10424	781183_791380	782144_791607	791380_801020	791607_813184	471.33	868	0.54	81	81	34	1	10	1	0	1	1	1	1	1	781183	                      graph_bin_annot3(2,780000,792000,c(3,4))		Full Conversion	NCO
17	TZ2	1500	TZ	2	3	69745	70158	72190	72786	69951.75	72487.75	(2:6)_(4:4aCO)	2_nonsis	2033	2536	3040	2	2536	2032	3041	69745_72190	70158_72786	72190_75892	72786_76939	39.48	253	0.16	19	19	34	1	16	1	1	0	1	2	1	0	69745	                      graph_bin_annot3(3,68000,73000,c(3,4,5,6))		Full Conversion	CO
18	TZ2	1500	TZ	2	3	75892	76939	79797	83502	76415.5	81649.5	06:02	1	2859	5234	7609	1	5234	2858	7610	75892_79797	76939_83502	79797_94591	83502_95029	346.47	634	0.55	17	17	34	1	10	1	0	1	1	1	1	1	75892	                      graph_bin_annot3(3,74000,84000,c(3,4))		Full Conversion	NCO
19	TZ2	1500	TZ	2	3	94591	95029	99163	99197	94810	99180	(2:6)_(4:4aCO)_(2:6)_(4:4CO)	2_nonsis	4135	4370	4605	0	528_274_3568	                      120_0_3466	936_548_3670	94591_95149_95527_99163	95029_95527_95697_99197	95149_95527_99163_152300	95527_95697_99197_152439	87.36	383	0.23	26	3_1_22	12_78_78	0	3	2	0	2	2	2	2	2	94591	                      graph_bin_annot3(3,93000,100000,c(1,2,7,8))	Not dCO, 2NCOs	2-sis NCO	NCO
20	TZ2	1500	TZ	2	3	152300	152439	160583	161541	152369.75	161061.75	(6:2)_(4:4aCO)	2_nonsis	8145	8692	9240	2	8692	8144	9241	152300_160583	152439_161541	160583_221651	161541_222524	463.43	769	0.6	49	49	78	1	15	1	1	0	1	2	1	0	152300	                      graph_bin_annot3(3,151000,162000,c(5,6,7,8))		Full Conversion	CO
21	TZ2	1500	TZ	2	3	221651	222524	225200	225631	222087.5	225415.5	(2:6)_(4:4aCO)	2_nonsis	2677	3328	3979	2	3328	2676	3980	221651_225200	222524_225631	225200_235472	225631_236284	3044.16	331	9.19	15	15	78	1	16	1	1	0	1	2	1	0	221651	                      graph_bin_annot3(3,220000,226000,c(3,4,7,8))		Full Conversion	CO
22	TZ2	1500	TZ	2	3	235472	236284	238082	238725	235877.75	238403.75	02:06	1	1799	2526	3252	1	2526	1798	3253	235472_238082	236284_238725	238082_291220	238725_296463	589.29	271	2.18	7	7	34	1	10.1	1	0	1	1	1	1	1	235472	                      graph_bin_annot3(3,234000,239000,c(3,4))		Full Conversion	NCO
23	TZ2	1500	TZ	2	3	291220	296463	299645	299933	293841.25	299789.25	06:02	1	3183	5948	8712	1	5948	3182	8713	291220_299645	296463_299933	299645_303499	299933_316620	312.41	725	0.43	26	26	78	1	10	1	0	1	1	1	1	1	291220	                      graph_bin_annot3(3,290000,300000,c(7,8))		Full Conversion	NCO
24	TZ2	1500	TZ	2	4	98567	99366	101871	102615	98966.75	102242.75	02:06	1	2506	3276	4047	1	3276	2505	4048	98567_101871	99366_102615	101871_114797	102615_115526	71.56	337	0.21	15	15	78	1	10.1	1	0	1	1	1	1	1	98567	                      graph_bin_annot3(4,97000,103000,c(7,8))		Full Conversion	NCO
25	TZ2	1500	TZ	2	4	114797	115526	115526	115553	115161.5	115539.5	(6:2)_(4:4aCO)	2_nonsis	1	378	755	2	378	0	756	114797_115526	115526_115553	115526_150307	115553_150382	7.4	63	0.12	1	1	56	1	15	1	1	0	1	2	1	0	114797	                      graph_bin_annot3(4,113000,116000,c(5,6,7,8))		Full Conversion	CO
26	TZ2	1500	TZ	2	4	150307	150382	150382	150486	150344.25	150434.25	06:02	1	1	90	178	1	90	0	179	150307_150382	150382_150486	150382_154129	150486_155368	0	15	0	1	1	78	1	10	1	0	1	1	1	1	1	150307	                      graph_bin_annot3(4,149000,151000,c(7,8))		Full Conversion	NCO
27	TZ2	1500	TZ	2	4	154129	155368	158510	158749	154748.5	158629.5	06:02	1	3143	3881	4619	1	3881	3142	4620	154129_158510	155368_158749	158510_330985	158749_331794	912.06	385	2.37	11	11	78	1	10	1	0	1	1	1	1	1	154129	                      graph_bin_annot3(4,153000,159000,c(7,8))		Full Conversion	NCO
28	TZ2	1500	TZ	2	4	330985	331794	332115	333466	331389.5	332790.5	(2:6)_(4:4aCO)	2_nonsis	322	1401	2480	2	1401	321	2481	330985_332115	331794_333466	332115_630640	333466_631576	62.68	206	0.3	5	5	34	1	16	1	1	0	1	2	1	0	330985	                      graph_bin_annot3(4,329000,334000,c(1,2,3,4))		Full Conversion	CO
29	TZ2	1500	TZ	2	4	630640	631576	640367	640388	631107.75	640377.75	02:06	1	8792	9270	9747	1	9270	8791	9748	630640_640367	631576_640388	640367_690964	640388_691222	1135.14	812	1.4	51	51	56	1	10.1	1	0	1	1	1	1	1	630640	                      graph_bin_annot3(4,629000,641000,c(5,6))		Full Conversion	NCO
30	TZ2	1500	TZ	2	4	690964	691222	693728	693982	691093	693855	06:02	1	2507	2762	3017	1	2762	2506	3018	690964_693728	691222_693982	693728_842636	693982_842982	64.16	251	0.26	19	19	34	1	10	1	0	1	1	1	1	1	690964	                      graph_bin_annot3(4,689000,694000,c(3,4))		Full Conversion	NCO
31	TZ2	1500	TZ	2	4	842636	842982	848977	849395	842809	849186	(6:2)_(4:4aCO)	2_nonsis	5996	6377	6758	2	6377	5995	6759	842636_848977	842982_849395	848977_1523344	849395_1531933	666.28	563	1.18	43	43	78	1	15	1	1	0	1	2	1	0	842636	                      graph_bin_annot3(4,841000,850000,c(1,2,7,8))		Full Conversion	CO
32	TZ2	1500	TZ	2	5	100213	101018	105493	105743	100615.75	105617.75	(2:6)_(4:4aCO)	2_nonsis	4476	5002	5529	2	5002	4475	5530	100213_105493	101018_105743	105493_177603	105743_177849	333.63	460	0.72	33	33	78	1	16	1	1	0	1	2	1	0	100213	                      graph_bin_annot3(5,99000,106000,c(5,6,7,8))		Full Conversion	CO
33	TZ2	1500	TZ	2	5	177603	177849	178894	179014	177726	178954	02:06	1	1046	1228	1410	1	1228	1045	1411	177603_178894	177849_179014	178894_251036	179014_251721	91.31	117	0.78	9	9	56	1	10.1	1	0	1	1	1	1	1	177603	                      graph_bin_annot3(5,176000,180000,c(5,6))		Full Conversion	NCO
34	TZ2	1500	TZ	2	5	251036	251721	254838	255120	251378.75	254978.75	(2:6)_(4:4aCO)	2_nonsis	3118	3600	4083	2	3600	3117	4084	251036_254838	251721_255120	254838_335373	255120_335461	240.85	340	0.71	27	27	12	1	16	1	1	0	1	2	1	0	251036	                      graph_bin_annot3(5,250000,256000,c(1,2,3,4))		Full Conversion	CO
35	TZ2	1500	TZ	2	5	335373	335461	335567	335661	335417	335614	02:06	1	107	197	287	1	197	106	288	335373_335567	335461_335661	335567_460411	335661_461582	224.07	24	9.38	2	2	34	1	10.1	1	0	1	1	1	1	1	335373	                      graph_bin_annot3(5,334000,336000,c(3,4))		Full Conversion	NCO
36	TZ2	1500	TZ	2	5	460411	461582	462734	463157	460996.5	462945.5	02:06	1	1153	1949	2745	1	1949	1152	2746	460411_462734	461582_463157	462734_469607	463157_469975	2101.5	229	9.19	6	6	56	1	10.1	1	0	1	1	1	1	1	460411	                      graph_bin_annot3(5,459000,464000,c(5,6))		Full Conversion	NCO
37	TZ2	1500	TZ	2	5	469607	469975	477110	477476	469791	477293	02:06	1	7136	7502	7868	1	7502	7135	7869	469607_477110	469975_477476	477110_566643	477476_576874	1897.66	655	2.9	79	79	56	1	10.1	1	0	1	1	1	1	1	469607	                      graph_bin_annot3(5,468000,478000,c(5,6))		Full Conversion	NCO
38	TZ2	1500	TZ	2	6	32162	32207	36739	36806	32184.5	36772.5	(2:6)_(4:4aCO)_(2:6)_(4:4a)_(2:6)_(4:4bCO)	3	4533	4588	4643	0	4072_38_36_60_382	                      4017_0_3_0_316	4126_77_70_119_448	32162_36224_36288_36304_36358_36739	32207_36288_36301_36358_36423_36806	36224_36288_36304_36358_36739_93041	36288_36301_36358_36423_36806_93077	683.06	387	1.77	69	59_1_2_1_6	34_12_12_12_12	0	3	2	1	1	2	2	1	1	32162	                      graph_bin_annot3(6,31000,37000,c(1,2,3,4,5,6))	Not dCO, 1CO 1NCO	>2 Chr CO	CO
