id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_PAN	LocalEventHpM_NWT	LocalEventHpM_NTEL	LocalEventHpM_DC	CO_NCO
38	TW1	1500	TW	1	8	136744	137997	139506	140123	137370.5	139814.5	02:06	1	1510	2444	3378	1	2444	1509	3379	136744_139506	137997_140123	139506_233575	140123_233885	131.28	281	0.47	16	16	78	1	10.1	1	0	1	1	1	1	1	138592.5	138592.5	NA	NA	"                      graph_bin_annot3(8,135000,141000,c(7,8))"		Full Conversion	1689	131.2818	293.4212	224.1789	2.5434	NCO
39	TW1	1500	TW	1	8	233575	233885	234858	234994	233730	234926	02:06	1	974	1196	1418	1	1196	973	1419	233575_234858	233885_234994	234858_330660	234994_331641	21.22	118	0.18	3	3	56	1	10.1	1	0	1	1	1	1	1	234328	234328	NA	NA	"                      graph_bin_annot3(8,232000,235000,c(5,6))"		Full Conversion	709	21.2222	40.7861	37.5533	0	NCO
40	TW1	1500	TW	1	8	330660	331641	331868	334431	331150.5	333149.5	(6:2)_(4:4aCO)	2_nonsis	228	1999	3770	2	1999	227	3771	330660_331868	331641_334431	331868_515688	334431_516015	546.84	314	1.74	2	2	12	1	15	1	1	0	1	2	1	0	332150	332150	NA	NA	"                      graph_bin_annot3(8,329000,335000,c(1,2,5,6))"		Full Conversion	1885	546.8429	434.3252	360.1349	6.828	CO
41	TW1	1500	TW	1	8	515688	516015	518179	518458	515851.5	518318.5	(6:2)_(4:4aCO)	2_nonsis	2165	2467	2769	2	2467	2164	2770	515688_518179	516015_518458	518179_525534	518458_562643	1107.5	231	4.8	20	20	56	1	15	1	1	0	1	2	1	0	517085	517085	NA	NA	"                      graph_bin_annot3(8,514000,519000,c(1,2,5,6))"		Full Conversion	1384.5	1107.505	3787.7396	3415.9176	212.403	CO
42	TW1	1500	TW	1	9	87789	88444	89868	90521	88116.5	90194.5	(6:2)_(4:4aCO)_(6:2)_(4:4CO)	2_nonsis	1425	2078	2731	0	500_804_774	                      4_594_407	997_1013_1141	87789_88448_89380_89868	88444_88786_89461_90521	88448_89380_89868_174391	88786_89461_90521_174961	340.54	227	1.5	15	2_7_6	78_56_56	0	3	2	0	2	1	2	2	1	89155.5	88636	89675	NA	"                      graph_bin_annot3(9,86000,91000,c(5,6,7,8))"	"Not dCO, 2NCos"	dNCO	1365.5	340.543	390.7154	339.2726	6.106	NCO
43	TW1	1500	TW	1	9	174391	174961	174961	175104	174676.25	175032.25	06:02	1	1	356	712	1	356	0	713	174391_174961	174961_175104	174961_185865	175104_188629	1.48	59	0.02	1	1	78	1	10	1	0	1	1	1	1	1	174854.25	174854.25	NA	NA	"                      graph_bin_annot3(9,173000,176000,c(7,8))"		Full Conversion	356	1.4806	5.7714	5.5418	0.0516	NCO
44	TW1	1500	TW	1	9	185865	188629	189843	189896	187247.25	189869.25	(2:6)_(4:4aCO)_(2:6)_(4:4a)_(2:6)_(4:4a)	2_nonsis	1215	2622	4030	6	2334_152_26_51_60	                      841_33_0_0_0	3827_271_52_102_119	185865_189470_189725_189741_189777_189843	188629_189692_189741_189777_189843_189896	189470_189725_189741_189777_189843_247495	189692_189741_189777_189843_189896_247522	604.09	336	1.8	19	13_3_1_1_1	12_78_78_78_78	1	12	1	1	0	1	1	0	0	188558.25	188558.25	NA	NA	"                      graph_bin_annot3(9,184000,190000,c(1,2,7,8))"		One-Sided Unidirectional	2015	604.0936	577.0224	459.8747	5.3486	CO
45	TW1	1500	TW	1	9	247495	247522	247522	247526	247508.25	247524.25	02:06	1	1	16	30	1	16	0	31	247495_247522	247522_247526	247522_329125	247526_332459	0	2	0	1	1	78	1	10.1	1	0	1	1	1	1	1	247516.25	247516.25	NA	NA	"                      graph_bin_annot3(9,246000,248000,c(7,8))"		Full Conversion	15	0	0.087	0.1111	0	NCO
46	TW1	1500	TW	1	9	329125	332459	332503	333073	330792	332788	06:02	1	45	1996	3947	1	1996	44	3948	329125_332503	332459_333073	332503_377556	333073_378238	771.4	329	2.35	2	2	34	1	10	1	0	1	1	1	1	1	331790	331790	NA	NA	"                      graph_bin_annot3(9,328000,334000,c(3,4))"		Full Conversion	1973.5	771.4039	619.4079	681.134	22.1192	NCO
47	TW1	1500	TW	1	9	377556	378238	379276	379313	377896.75	379294.75	(2:6)_(6:2)_(4:4aCO)	2_nonsis	1039	1398	1756	3	969_428	                      218_0	1720_857	377556_378456_379276	378238_379276_379313	378456_379276_430585	379276_379313_439888	61.69	146	0.42	3	2_1	56_3456	3	20	1	1	0	2	2	1	1	378595.75	378595.75	NA	NA	"                      graph_bin_annot3(9,376000,380000,c(3,4,5,6))"		One-Sided Bidirectional	878	61.6926	175.4878	158.1064	1.9562	CO
48	TW1	1500	TW	1	10	110584	110925	112239	112791	110754.75	112514.75	(2:6)_(4:4aCO)	2_nonsis	1315	1760	2206	2	1760	1314	2207	110584_112239	110925_112791	112239_303882	112791_304262	303.53	184	1.65	13	13	78	1	16	1	1	0	1	2	1	0	111634.75	111634.75	NA	NA	"                      graph_bin_annot3(10,109000,113000,c(3,4,7,8))"		Full Conversion	1103	303.5274	224.445	180.0222	2.9296	CO
49	TW1	1500	TW	1	10	303882	304262	305004	305635	304071.75	305319.75	06:02	1	743	1248	1752	1	1248	742	1753	303882_305004	304262_305635	305004_313986	305635_314406	23.69	146	0.16	6	6	56	1	10	1	0	1	1	1	1	1	304695.75	304695.75	NA	NA	"                      graph_bin_annot3(10,302000,306000,c(5,6))"		Full Conversion	876	23.6899	31.2814	26.1664	0	NCO
50	TW1	1500	TW	1	10	313986	314406	317491	317989	314196	317740	(2:6)_(4:4aCO)	2_nonsis	3086	3544	4002	2	3544	3085	4003	313986_317491	314406_317989	317491_377543	317989_378111	2793.93	333	8.38	23	23	34	1	16	1	1	0	1	2	1	0	315968	315968	NA	NA	"                      graph_bin_annot3(10,312000,318000,c(3,4,7,8))"		Full Conversion	2001	2793.933	1664.5417	1792.811	44.1256	CO
51	TW1	1500	TW	1	10	377543	378111	381650	381896	377827	381773	06:02	1	3540	3946	4352	1	3946	3539	4353	377543_381650	378111_381896	381650_384523	381896_385172	599.16	362	1.65	31	31	56	1	10	1	0	1	1	1	1	1	379800	379800	NA	NA	"                      graph_bin_annot3(10,376000,382000,c(5,6))"		Full Conversion	2176	599.1582	660.9691	652.0815	11.3166	NCO
52	TW1	1500	TW	1	10	384523	385172	388844	389073	384847.5	388958.5	(2:6)_(4:4aCO)	2_nonsis	3673	4111	4549	2	4111	3672	4550	384523_388844	385172_389073	388844_463641	389073_464252	84.89	379	0.22	22	22	12	1	16	1	1	0	1	2	1	0	386903	386903	NA	NA	"                      graph_bin_annot3(10,383000,390000,c(1,2,5,6))"		Full Conversion	2274.5	84.889	103.0352	83.583	0.1906	CO
53	TW1	1500	TW	1	10	463641	464252	467589	469453	463946.75	468520.75	(2:6)_(4:4aCO)	2_nonsis	3338	4574	5811	2	4574	3337	5812	463641_467589	464252_469453	467589_629879	469453_631130	1369.08	484	2.83	12	12	78	1	16	1	1	0	1	2	1	0	466233.75	466233.75	NA	NA	"                      graph_bin_annot3(10,462000,470000,c(1,2,7,8))"		Full Conversion	2905.5	1369.0815	2820.6733	2550.8308	118.5688	CO
54	TW1	1500	TW	1	10	629879	631130	631130	632972	630504.75	632050.75	(6:2)_(4:4aCO)	2_nonsis	1	1546	3092	2	1546	0	3093	629879_631130	631130_632972	631130_690126	632972_690711	8.88	257	0.03	1	1	78	1	15	1	1	0	1	2	1	0	631277.75	631277.75	NA	NA	"                      graph_bin_annot3(10,628000,633000,c(1,2,7,8))"		Full Conversion	1546	8.8837	10.6266	6.3091	0	CO
55	TW1	1500	TW	1	10	690126	690711	690126	690711	690272.5	690564.5	(4:4aCO)	2_nonsis	0	292	584	1	0	0	0	690126	690711	725933	745751	26.65	49	0.55	0	0	0	1	100	1	1	0	1	1	0	0	690418.5	690418.5	NA	NA	"                      graph_bin_annot3(10,689000,691000,c(1,2,5,6))"		No Strand Transfer	292	26.6512	70.7424	48.1368	0.166	CO
56	TW1	1500	TW	1	11	23532	27301	23532	27301	24474.5	26358.5	(4:4aCO)	2_nonsis	0	1884	3768	1	0	0	0	23532	27301	51558	52399	132.27	314	0.42	0	0	0	1	100	1	1	0	1	1	0	0	25416.5	25416.5	NA	NA	"                      graph_bin_annot3(11,22000,28000,c(3,4,7,8))"		No Strand Transfer	1884	132.2689	1038.0344	1227.663	47.7792	CO
57	TW1	1500	TW	1	11	51558	52399	53905	54957	51978.75	54430.75	02:06	1	1507	2452	3398	1	2452	1506	3399	51558_53905	52399_54957	53905_224634	54957_225480	104.14	283	0.37	4	4	34	1	10.1	1	0	1	1	1	1	1	53204.75	53204.75	NA	NA	"                      graph_bin_annot3(11,50000,55000,c(3,4))"		Full Conversion	1699	104.1371	242.4256	183.9978	3.2138	NCO
58	TW1	1500	TW	1	11	224634	225480	227482	227625	225057.25	227553.25	06:02	1	2003	2496	2990	1	2496	2002	2991	224634_227482	225480_227625	227482_307562	227625_307722	927.36	249	3.72	10	10	12	1	10	1	0	1	1	1	1	1	226305.25	226305.25	NA	NA	"                      graph_bin_annot3(11,223000,228000,c(1,2))"		Full Conversion	1495	927.3627	701.4827	830.5541	22.7764	NCO
59	TW1	1500	TW	1	11	307562	307722	307562	307722	307602	307682	(4:4aCO)	2_nonsis	0	80	159	1	0	0	0	307562	307722	364194	364367	0	13	0	0	0	0	1	100	1	1	0	1	1	0	0	307642	307642	NA	NA	"                      graph_bin_annot3(11,306000,308000,c(5,6,7,8))"		No Strand Transfer	79.5	0	0.8073	0.5864	0	CO
60	TW1	1500	TW	1	11	364194	364367	364367	364384	364280.5	364375.5	02:06	1	1	95	189	1	95	0	190	364194_364367	364367_364384	364367_401916	364384_402660	5.43	16	0.34	1	1	78	1	10.1	1	0	1	1	1	1	1	364328	364328	NA	NA	"                      graph_bin_annot3(11,363000,365000,c(7,8))"		Full Conversion	94.5	5.4289	1.9635	1.4357	0	NCO
61	TW1	1500	TW	1	11	401916	402660	402809	403011	402288	402910	(6:2)_(4:4aCO)	2_nonsis	150	622	1094	2	622	149	1095	401916_402809	402660_403011	402809_572601	403011_573116	1550.7	91	17.02	2	2	56	1	15	1	1	0	1	2	1	0	402599	402599	NA	NA	"                      graph_bin_annot3(11,400000,404000,c(3,4,5,6))"		Full Conversion	547	1550.7044	921.5845	1081.9845	19.6372	CO
62	TW1	1500	TW	1	11	572601	573116	572601	573116	572730	572987	(4:4aCO)	2_nonsis	0	257	514	1	0	0	0	572601	573116	624919	624949	4.94	43	0.12	0	0	0	1	100	1	1	0	1	1	0	0	572858.5	572858.5	NA	NA	"                      graph_bin_annot3(11,571000,574000,c(1,2,5,6))"		No Strand Transfer	257	4.9354	4.9327	4.1906	0	CO
63	TW1	1500	TW	1	11	624919	624949	627471	628397	624934	627934	(6:2)_(4:4aCO)	2_nonsis	2523	3000	3477	2	3000	2522	3478	624919_627471	624949_628397	627471_658549	628397_666816	216.17	290	0.75	14	14	34	1	15	1	1	0	1	2	1	0	626434	626434	NA	NA	"                      graph_bin_annot3(11,623000,629000,c(3,4,7,8))"		Full Conversion	1738.5	216.1708	321.2852	310.3916	4.1836	CO
64	TW1	1500	TW	1	12	88002	88069	88557	89489	88035.25	89023.25	06:02	1	489	988	1486	1	988	488	1487	88002_88557	88069_89489	88557_105323	89489_106427	77.49	124	0.63	4	4	56	1	10	1	0	1	1	1	1	1	88529.25	88529.25	NA	NA	"                      graph_bin_annot3(12,87000,90000,c(5,6))"		Full Conversion	743	77.4859	119.8474	104.6826	0.7024	NCO
65	TW1	1500	TW	1	12	105323	106427	109886	110400	105875	110143	(6:2)_(4:4aCO)	2_nonsis	3460	4268	5076	2	4268	3459	5077	105323_109886	106427_110400	109886_200917	110400_201288	476.27	423	1.13	31	31	12	1	15	1	1	0	1	2	1	0	108009	108009	NA	NA	"                      graph_bin_annot3(12,104000,111000,c(1,2,7,8))"		Full Conversion	2538	476.2666	382.5792	358.5828	5.5632	CO
66	TW1	1500	TW	1	12	200917	201288	204575	204907	201102.75	204740.75	02:06	1	3288	3638	3989	1	3638	3287	3990	200917_204575	201288_204907	204575_233075	204907_234128	137.2	332	0.41	33	33	34	1	10.1	1	0	1	1	1	1	1	202921.75	202921.75	NA	NA	"                      graph_bin_annot3(12,199000,205000,c(3,4))"		Full Conversion	1994.5	137.2043	133.5487	135.1668	1.2442	NCO
67	TW1	1500	TW	1	12	233075	234128	238303	238370	233601.5	238336.5	(6:2)_(4:4aCO)	2_nonsis	4176	4735	5294	2	4735	4175	5295	233075_238303	234128_238370	238303_366239	238370_366378	413.59	441	0.94	25	25	56	1	15	1	1	0	1	2	1	0	235969	235969	NA	NA	"                      graph_bin_annot3(12,232000,239000,c(1,2,5,6))"		Full Conversion	2647	413.587	549.9132	403.3703	17.4208	CO
68	TW1	1500	TW	1	12	366239	366378	369062	369919	366308.5	369490.5	(2:6)_(4:4aCO)	2_nonsis	2685	3182	3679	2	3182	2684	3680	366239_369062	366378_369919	369062_537242	369919_538121	426.42	306	1.39	26	26	56	1	16	1	1	0	1	2	1	0	367899.5	367899.5	NA	NA	"                      graph_bin_annot3(12,365000,370000,c(1,2,5,6))"		Full Conversion	1839.5	426.419	349.2789	256.0759	6.0978	CO
69	TW1	1500	TW	1	12	537242	538121	543116	543240	537681.75	543177.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)	2_nonsis	4996	5496	5997	4	4718_708_70	                      3884_306_0	5552_1111_140	537242_542005_543100_543116	538121_542794_543116_543240	542005_543100_543116_836343	542794_543116_543240_837497	235.91	499	0.47	39	36_2_1	12_56_56	1	12	1	1	0	1	1	0	0	540429.75	540429.75	NA	NA	"                      graph_bin_annot3(12,536000,544000,c(1,2,5,6))"		One-Sided Unidirectional	2998.5	235.9124	493.8287	421.4435	3.9204	CO
70	TW1	1500	TW	1	12	836343	837497	836343	837497	836632	837208	(4:4aCO)	2_nonsis	0	576	1153	1	0	0	0	836343	837497	867405	870134	116.97	96	1.22	0	0	0	1	100	1	1	0	1	1	0	0	836920	836920	NA	NA	"                      graph_bin_annot3(12,835000,838000,c(1,2,5,6))"		No Strand Transfer	576.5	116.9691	109.706	119.4853	0.3842	CO
71	TW1	1500	TW	1	12	867405	870134	872401	872807	868769.75	872603.75	02:06	1	2268	3834	5401	1	3834	2267	5402	867405_872401	870134_872807	872401_947218	872807_947402	890.84	450	1.98	7	7	34	1	10.1	1	0	1	1	1	1	1	870686.75	870686.75	NA	NA	"                      graph_bin_annot3(12,866000,873000,c(3,4))"		Full Conversion	2700.5	890.8407	911.1266	842.7625	21.2448	NCO
72	TW1	1500	TW	1	12	947218	947402	952886	953059	947310.25	952972.25	(2:6)_(4:4)_(6:2)_(4:4aCO)	3	5485	5662	5840	0	3330_1300_1033	                      3090_904_699	3570_1695_1367	947218_950492_951692_952886	947402_950788_952187_953059	950492_951692_952886_1059350	950788_952187_953059_1078177	811.38	486	1.67	50	32_13_5	34_34_56	0	2	2	1	1	2	2	1	1	950141.25	948725.75	951556.75	NA	"                      graph_bin_annot3(12,946000,954000,c(1,2,3,4,5,6))"		>2 Chr CO	2920	811.3807	600.1538	586.8495	10.4336	CO
73	TW1	1500	TW	1	13	301274	302548	302628	303266	301911	302947	06:02	1	81	1036	1991	1	1036	80	1992	301274_302628	302548_303266	302628_387576	303266_387784	415.56	166	2.51	2	2	34	1	10	1	0	1	1	1	1	1	302429	302429	NA	NA	"                      graph_bin_annot3(13,300000,304000,c(3,4))"		Full Conversion	995.5	415.5611	507.252	605.2621	6.5504	NCO
74	TW1	1500	TW	1	13	387576	387784	387576	387784	387628	387732	(4:4aCO)	2_nonsis	0	104	207	1	0	0	0	387576	387784	470916	472484	5.92	17	0.34	0	0	0	1	100	1	1	0	1	1	0	0	387680	387680	NA	NA	"                      graph_bin_annot3(13,386000,388000,c(3,4,5,6))"		No Strand Transfer	103.5	5.9225	5.0075	3.9913	0	CO
75	TW1	1500	TW	1	13	470916	472484	473747	474399	471700	474073	(6:2)_(4:4aCO)	2_nonsis	1264	2373	3482	2	2373	1263	3483	470916_473747	472484_474399	473747_645101	474399_645268	201.36	290	0.69	8	8	12	1	15	1	1	0	1	2	1	0	472886.5	472886.5	NA	NA	"                      graph_bin_annot3(13,469000,475000,c(1,2,7,8))"		Full Conversion	1741	201.3645	187.2848	224.0681	3.9482	CO
76	TW1	1500	TW	1	13	645101	645268	646336	646440	645184.25	646388.25	(2:6)_(4:4aCO)	2_nonsis	1069	1204	1338	2	1204	1068	1339	645101_646336	645268_646440	646336_673806	646440_673846	269.97	111	2.42	16	16	34	1	16	1	1	0	1	2	1	0	645786.25	645786.25	NA	NA	"                      graph_bin_annot3(13,644000,647000,c(3,4,7,8))"		Full Conversion	669	269.9667	255.8722	284.3588	2.1538	CO
77	TW1	1500	TW	1	13	673806	673846	676462	676599	673826.25	676530.25	02:06	1	2617	2704	2792	1	2704	2616	2793	673806_676462	673846_676599	676462_835125	676599_837907	1311.34	232	5.64	14	14	78	1	10.1	1	0	1	1	1	1	1	675178.25	675178.25	NA	NA	"                      graph_bin_annot3(13,672000,677000,c(7,8))"		Full Conversion	1396	1311.3372	1590.5077	1435.4644	108.2076	NCO
78	TW1	1500	TW	1	13	835125	837907	835125	837907	835821	837211	(4:4aCO)	2_nonsis	0	1390	2781	1	0	0	0	835125	837907	850650	851409	89.82	232	0.39	0	0	0	1	100	1	1	0	1	1	0	0	836516	836516	NA	NA	"                      graph_bin_annot3(13,834000,838000,c(1,2,5,6))"		No Strand Transfer	1390.5	89.8244	81.8724	69.0611	0.287	CO
79	TW1	1500	TW	1	13	850650	851409	852118	852413	851029.5	852265.5	06:02	1	710	1236	1762	1	1236	709	1763	850650_852118	851409_852413	852118_917449	852413_924431	923.91	147	6.3	6	6	12	1	10	1	0	1	1	1	1	1	851647.5	851647.5	NA	NA	"                      graph_bin_annot3(13,849000,853000,c(1,2))"		Full Conversion	881	923.9079	1021.6862	939.2211	51.9316	NCO
80	TW1	1500	TW	1	14	74669	75232	78386	79032	74950.75	78708.75	02:06	1	3155	3758	4362	1	3758	3154	4363	74669_78386	75232_79032	78386_366762	79032_367502	373.12	363	1.03	30	30	12	1	10.1	1	0	1	1	1	1	1	76829.75	76829.75	NA	NA	"                      graph_bin_annot3(14,73000,80000,c(1,2))"		Full Conversion	2181	373.1166	337.8001	319.4107	3.411	NCO
81	TW1	1500	TW	1	14	366762	367502	367644	367843	367131.75	367743.75	(2:6)_(4:4aCO)	2_nonsis	143	612	1080	2	612	142	1081	366762_367644	367502_367843	367644_518162	367843_518600	4.94	90	0.05	2	2	12	1	16	1	1	0	1	2	1	0	367437.75	367437.75	NA	NA	"                      graph_bin_annot3(14,365000,368000,c(1,2,5,6))"		Full Conversion	540	4.9354	4.0686	2.7831	0	CO
82	TW1	1500	TW	1	14	518162	518600	519077	525249	518381	522163	(2:6)_(4:4aCO)	2_nonsis	478	3782	7086	2	3782	477	7087	518162_519077	518600_525249	519077_659022	525249_661270	178.17	590	0.3	6	6	56	1	16	1	1	0	1	2	1	0	520272	520272	NA	NA	"                      graph_bin_annot3(14,517000,526000,c(1,2,5,6))"		Full Conversion	3543	178.1681	147.5568	151.149	0.7932	CO
83	TW1	1500	TW	1	14	659022	661270	662512	665017	660146.25	663764.25	(6:2)_(4:4aCO)	2_nonsis	1243	3618	5994	2	3618	1242	5995	659022_662512	661270_665017	662512_731562	665017_732158	1184	499	2.37	8	8	56	1	15	1	1	0	1	2	1	0	661955.25	661955.25	NA	NA	"                      graph_bin_annot3(14,658000,666000,c(3,4,5,6))"		Full Conversion	2997	1184.0038	1072.1808	1307.4994	34.4318	CO
84	TW1	1500	TW	1	14	731562	732158	735174	735440	731860	735307	06:02	1	3017	3447	3877	1	3447	3016	3878	731562_735174	732158_735440	735174_781274	735440_784333	68.11	323	0.21	27	27	34	1	10	1	0	1	1	1	1	1	733583.5	733583.5	NA	NA	"                      graph_bin_annot3(14,730000,736000,c(3,4))"		Full Conversion	1938.5	68.1086	93.5485	96.976	0.1606	NCO
85	TW1	1500	TW	1	15	159369	159827	163253	163486	159597.75	163369.75	(2:6)_(4:4aCO)	2_nonsis	3427	3772	4116	2	3772	3426	4117	159369_163253	159827_163486	163253_219136	163486_219822	994.98	343	2.9	39	39	56	1	16	1	1	0	1	2	1	0	161483.75	161483.75	NA	NA	"                      graph_bin_annot3(15,158000,164000,c(5,6,7,8))"		Full Conversion	2058	994.9777	932.5854	968.9669	44.7762	CO
86	TW1	1500	TW	1	15	219136	219822	221862	221900	219479	221881	(2:6)_(4:4aCO)	2_nonsis	2041	2402	2763	2	2402	2040	2764	219136_221862	219822_221900	221862_316361	221900_316429	269.47	230	1.17	21	21	12	1	16	1	1	0	1	2	1	0	220680	220680	NA	NA	"                      graph_bin_annot3(15,218000,222000,c(1,2,5,6))"		Full Conversion	1381.5	269.4731	318.5658	357.1836	9.6294	CO
87	TW1	1500	TW	1	15	316361	316429	316429	316433	316395	316431	02:06	1	1	36	71	1	36	0	72	316361_316429	316429_316433	316429_477077	316433_477610	26.65	6	4.51	1	1	78	1	10.1	1	0	1	1	1	1	1	316413	316413	NA	NA	"                      graph_bin_annot3(15,315000,317000,c(7,8))"		Full Conversion	35.5	26.6512	12.6042	12.6262	0.1032	NCO
88	TW1	1500	TW	1	15	477077	477610	477802	478649	477343.5	478225.5	(2:6)_(4:4aCO)	2_nonsis	193	882	1571	2	882	192	1572	477077_477802	477610_478649	477802_583999	478649_584081	15.79	131	0.12	9	9	56	1	16	1	1	0	1	2	1	0	477784.5	477784.5	NA	NA	"                      graph_bin_annot3(15,476000,479000,c(3,4,5,6))"		Full Conversion	785.5	15.7933	13.9469	11.7463	0	CO
89	TW1	1500	TW	1	15	583999	584081	588933	589146	584039.75	589039.75	2:6_4:4_6:2	2_nonsis	4853	5000	5146	3	4056_550_394	                      3941_365_177	4172_734_610	583999_588022_588536_588933	584081_588171_588756_589146	588022_588536_588933_730821	588171_588756_589146_731874	1970.21	428	4.6	30	23_4_3	78_78_12	3	30	1	0	1	2	2	2	2	586539.75	586539.75	NA	NA	"                      graph_bin_annot3(15,582000,590000,c(1,2,7,8))"		Two Chr	2573	1970.2138	1612.3137	2123.6729	30.6978	NCO
90	TW1	1500	TW	1	15	730821	731874	732609	733385	731347.25	732997.25	(6:2)_(4:4aCO)	2_nonsis	736	1650	2563	2	1650	735	2564	730821_732609	731874_733385	732609_763262	733385_763613	2.96	213	0.01	2	2	56	1	15	1	1	0	1	2	1	0	732172.25	732172.25	NA	NA	"                      graph_bin_annot3(15,729000,734000,c(5,6,7,8))"		Full Conversion	1281.5	2.9612	5.1975	2.3697	0	CO
91	TW1	1500	TW	1	15	763262	763613	765140	765404	763437.75	765271.75	(2:6)_(4:4aCO)	2_nonsis	1528	1834	2141	2	1834	1527	2142	763262_765140	763613_765404	765140_831592	765404_832096	7.4	178	0.04	24	24	56	1	16	1	1	0	1	2	1	0	764354.75	764354.75	NA	NA	"                      graph_bin_annot3(15,762000,766000,c(1,2,5,6))"		Full Conversion	1070.5	7.4031	4.9553	2.4349	0	CO
92	TW1	1500	TW	1	15	831592	832096	833083	833356	831843.75	833219.75	(2:6)_(4:4aCO)	2_nonsis	988	1376	1763	2	1376	987	1764	831592_833083	832096_833356	833083_843925	833356_845688	422.96	147	2.88	13	13	34	1	16	1	1	0	1	2	1	0	832531.75	832531.75	NA	NA	"                      graph_bin_annot3(15,830000,834000,c(3,4,7,8))"		Full Conversion	881.5	422.9642	549.3791	560.1914	15.7112	CO
93	TW1	1500	TW	1	15	843925	845688	849394	850123	844806.5	849758.5	(6:2)_(4:4aCO)	2_nonsis	3707	4952	6197	2	4952	3706	6198	843925_849394	845688_850123	849394_978995	850123_979059	510.81	516	0.99	20	20	34	1	15	1	1	0	1	2	1	0	847282.5	847282.5	NA	NA	"                      graph_bin_annot3(15,842000,851000,c(3,4,7,8))"		Full Conversion	3098.5	510.8145	439.9453	367.5484	4.9616	CO
94	TW1	1500	TW	1	15	978995	979059	979155	979379	979027	979267	02:06	1	97	240	383	1	240	96	384	978995_979155	979059_979379	979155_1063186	979379_1063200	32.57	32	1.02	3	3	34	1	10.1	1	0	1	1	1	1	1	979147	979147	NA	NA	"                      graph_bin_annot3(15,977000,980000,c(3,4))"		Full Conversion	191.5	32.5737	54.943	44.978	0.276	NCO
95	TW1	1500	TW	1	15	1063186	1063200	1065166	1065443	1063192.75	1065304.75	(6:2)_(4:4aCO)	2_nonsis	1967	2112	2256	2	2112	1966	2257	1063186_1065166	1063200_1065443	1065166_1071499	1065443_1091291	231.96	188	1.23	26	26	78	1	15	1	1	0	1	2	1	0	1064248.75	1064248.75	NA	NA	"                      graph_bin_annot3(15,1062000,1066000,c(1,2,7,8))"		Full Conversion	1128	231.9641	227.2882	317.2177	2.2978	CO
96	TW1	1500	TW	1	16	49169	50572	49169	50572	49520	50221	(4:4aCO)	2_nonsis	0	701	1402	1	0	0	0	49169	50572	66715	67491	7.4	117	0.06	0	0	0	1	100	1	1	0	1	1	0	0	49870.5	49870.5	NA	NA	"                      graph_bin_annot3(16,48000,51000,c(3,4,7,8))"		No Strand Transfer	701	7.4031	5.5734	4.5252	0	CO
97	TW1	1500	TW	1	16	66715	67491	70600	71375	67103.25	70987.25	(2:6)_(4:4aCO)	2_nonsis	3110	3884	4659	2	3884	3109	4660	66715_70600	67491_71375	70600_171422	71375_171708	412.11	388	1.06	14	14	34	1	16	1	1	0	1	2	1	0	69045.25	69045.25	NA	NA	"                      graph_bin_annot3(16,65000,72000,c(3,4,5,6))"		Full Conversion	2329.5	412.1064	330.4886	349.4065	2.9032	CO
98	TW1	1500	TW	1	16	171422	171708	171708	171729	171564.75	171718.75	(2:6)_(4:4aCO)	2_nonsis	1	154	306	2	154	0	307	171422_171708	171708_171729	171708_371406	171729_371706	39.48	25	1.55	1	1	12	1	16	1	1	0	1	2	1	0	171641.75	171641.75	NA	NA	"                      graph_bin_annot3(16,170000,172000,c(1,2,7,8))"		Full Conversion	153	39.4832	15.3475	13.1055	0.2976	CO
99	TW1	1500	TW	1	16	371406	371706	371706	372742	371556	372224	(6:2)_(4:4aCO)	2_nonsis	1	668	1335	2	668	0	1336	371406_371706	371706_372742	371706_517881	372742_518479	3.95	111	0.04	1	1	12	1	15	1	1	0	1	2	1	0	371890	371890	NA	NA	"                      graph_bin_annot3(16,370000,373000,c(1,2,5,6))"		Full Conversion	667.5	3.9483	3.6433	2.3657	0	CO
100	TW1	1500	TW	1	16	517881	518479	518518	518836	518180	518677	(6:2)_(4:4aCO)	2_nonsis	40	497	954	2	497	39	955	517881_518518	518479_518836	518518_697945	518836_698725	82.91	79	1.04	2	2	34	1	15	1	1	0	1	2	1	0	518428.5	518428.5	NA	NA	"                      graph_bin_annot3(16,516000,519000,c(3,4,7,8))"		Full Conversion	477	82.9148	24.8266	27.7884	0.1428	CO
101	TW1	1500	TW	1	16	697945	698725	700101	700285	698335	700193	(6:2)_(4:4aCO)	2_nonsis	1377	1858	2339	2	1858	1376	2340	697945_700101	698725_700285	700101_813879	700285_814111	121.9	195	0.63	11	11	56	1	15	1	1	0	1	2	1	0	699264	699264	NA	NA	"                      graph_bin_annot3(16,696000,701000,c(3,4,5,6))"		Full Conversion	1169.5	121.9045	110.4052	99.5605	0.5288	CO
